Date,Customer Acquisition Type,State,Product,Price,Units,Revenue,Delivery Performance,Return,Customer Satisfaction,,,,,,,,,,,
20-02-2019,Ad,Alabama,Product 1,499,1,499,delayed,no,(4) high,,,,,,,,,,,
22-02-2019,Ad,Alabama,Product 1,499,3,1497,delayed,no,(3) ok,,,,,,,,,,,
27-02-2019,Ad,Georgia,Product 1,499,7,3493,on-time,no,(2) low,,,,,,,,,,,
27-02-2019,Ad,South Carolina,Product 1,499,1,499,on-time,no,(3) ok,,,,,,,,,,,
04-03-2019,Ad,South Carolina,Product 1,499,3,1497,on-time,no,(4) high,,,,,,,,,,,
06-03-2019,Ad,Georgia,Product 1,499,7,3493,delayed,no,(2) low,,,,,,,,,,,
13-03-2019,Ad,South Carolina,Product 1,499,3,1497,on-time,no,(5) very high,,,,,,,,,,,
16-03-2019,Ad,South Carolina,Product 1,499,5,2495,on-time,no,(3) ok,,,,,,,,,,,
22-03-2019,Ad,North Carolina,Product 1,499,1,499,delayed,no,(3) ok,,,,,,,,,,,
23-03-2019,Ad,Georgia,Product 1,499,6,2994,on-time,no,(2) low,,,,,,,,,,,
28-03-2019,Ad,Alabama,Product 1,499,7,3493,delayed,no,(5) very high,,,,,,,,,,,
30-03-2019,Ad,South Carolina,Product 1,499,6,2994,on-time,no,(4) high,,,,,,,,,,,
31-03-2019,Ad,Florida,Product 1,499,6,2994,delayed,no,(4) high,,,,,,,,,,,
01-04-2019,Ad,Mississippi,Product 1,499,10,4990,on-time,no,(3) ok,,,,,,,,,,,
02-04-2019,Ad,Georgia,Product 1,499,2,998,delayed,yes,(3) ok,,,,,,,,,,,
11-04-2019,Ad,Tennessee,Product 1,499,7,3493,on-time,no,(3) ok,,,,,,,,,,,
23-04-2019,Ad,Alabama,Product 1,499,7,3493,on-time,no,(3) ok,,,,,,,,,,,
26-04-2019,Ad,North Carolina,Product 1,499,2,998,on-time,no,(3) ok,,,,,,,,,,,
28-04-2019,Ad,Georgia,Product 1,499,10,4990,on-time,no,(3) ok,,,,,,,,,,,
28-04-2019,Ad,Alabama,Product 1,499,4,1996,delayed,no,(3) ok,,,,,,,,,,,
30-04-2019,Ad,North Carolina,Product 1,499,2,998,on-time,no,(1) very low,,,,,,,,,,,
07-05-2019,Ad,Florida,Product 1,499,2,998,on-time,no,(3) ok,,,,,,,,,,,
11-05-2019,Ad,Georgia,Product 1,499,2,998,on-time,no,(4) high,,,,,,,,,,,
18-05-2019,Ad,Tennessee,Product 1,499,2,998,on-time,no,(2) low,,,,,,,,,,,
22-05-2019,Ad,North Carolina,Product 1,499,2,998,on-time,no,(2) low,,,,,,,,,,,
28-05-2019,Ad,North Carolina,Product 1,499,6,2994,on-time,no,(4) high,,,,,,,,,,,
28-05-2019,Ad,Florida,Product 1,499,8,3992,on-time,no,(4) high,,,,,,,,,,,
30-05-2019,Ad,Georgia,Product 1,499,9,4491,delayed,no,(4) high,,,,,,,,,,,
02-06-2019,Ad,South Carolina,Product 1,499,8,3992,on-time,yes,(3) ok,,,,,,,,,,,
10-06-2019,Ad,North Carolina,Product 1,499,8,3992,delayed,no,(3) ok,,,,,,,,,,,
12-06-2019,Ad,Tennessee,Product 1,499,9,4491,on-time,no,(2) low,,,,,,,,,,,
18-06-2019,Ad,Georgia,Product 1,499,8,3992,on-time,no,(3) ok,,,,,,,,,,,
22-06-2019,Ad,North Carolina,Product 1,499,10,4990,on-time,no,(5) very high,,,,,,,,,,,
22-06-2019,Ad,Alabama,Product 1,499,9,4491,on-time,no,(3) ok,,,,,,,,,,,
25-06-2019,Ad,Georgia,Product 1,499,9,4491,delayed,no,(4) high,,,,,,,,,,,
02-07-2019,Ad,North Carolina,Product 1,499,5,2495,on-time,yes,(4) high,,,,,,,,,,,
06-07-2019,Ad,Mississippi,Product 1,499,3,1497,on-time,no,(2) low,,,,,,,,,,,
07-07-2019,Ad,North Carolina,Product 1,499,7,3493,delayed,no,(3) ok,,,,,,,,,,,
08-07-2019,Ad,North Carolina,Product 1,499,7,3493,on-time,no,(2) low,,,,,,,,,,,
09-07-2019,Ad,South Carolina,Product 1,499,9,4491,delayed,no,(3) ok,,,,,,,,,,,
10-07-2019,Ad,Alabama,Product 1,499,6,2994,on-time,no,(2) low,,,,,,,,,,,
11-07-2019,Ad,North Carolina,Product 1,499,3,1497,on-time,no,(1) very low,,,,,,,,,,,
18-07-2019,Ad,North Carolina,Product 1,499,9,4491,delayed,no,(3) ok,,,,,,,,,,,
18-07-2019,Ad,Florida,Product 1,499,4,1996,delayed,no,(2) low,,,,,,,,,,,
27-07-2019,Ad,Alabama,Product 1,499,9,4491,on-time,no,(2) low,,,,,,,,,,,
30-07-2019,Ad,South Carolina,Product 1,499,2,998,delayed,no,(3) ok,,,,,,,,,,,
31-07-2019,Ad,Florida,Product 1,499,8,3992,delayed,no,(3) ok,,,,,,,,,,,
05-08-2019,Ad,South Carolina,Product 1,499,4,1996,delayed,no,(5) very high,,,,,,,,,,,
07-08-2019,Ad,North Carolina,Product 1,499,4,1996,on-time,no,(3) ok,,,,,,,,,,,
14-08-2019,Ad,Florida,Product 1,499,4,1996,on-time,no,(3) ok,,,,,,,,,,,
16-08-2019,Ad,South Carolina,Product 1,499,8,3992,on-time,no,(4) high,,,,,,,,,,,
18-08-2019,Ad,South Carolina,Product 1,499,8,3992,on-time,no,(3) ok,,,,,,,,,,,
18-08-2019,Ad,Alabama,Product 1,499,2,998,delayed,yes,(3) ok,,,,,,,,,,,
20-08-2019,Ad,Tennessee,Product 1,499,8,3992,delayed,no,(1) very low,,,,,,,,,,,
21-08-2019,Ad,South Carolina,Product 1,499,2,998,delayed,yes,(3) ok,,,,,,,,,,,
27-08-2019,Ad,North Carolina,Product 1,499,10,4990,on-time,no,(2) low,,,,,,,,,,,
07-09-2019,Ad,South Carolina,Product 1,499,6,2994,on-time,no,(4) high,,,,,,,,,,,
11-09-2019,Ad,Georgia,Product 1,499,2,998,delayed,no,(5) very high,,,,,,,,,,,
11-09-2019,Ad,Alabama,Product 1,499,1,499,on-time,no,(4) high,,,,,,,,,,,
15-09-2019,Ad,Mississippi,Product 1,499,1,499,on-time,no,(2) low,,,,,,,,,,,
16-09-2019,Ad,North Carolina,Product 1,499,2,998,on-time,no,(3) ok,,,,,,,,,,,
17-09-2019,Ad,South Carolina,Product 1,499,8,3992,on-time,no,(5) very high,,,,,,,,,,,
17-09-2019,Ad,Tennessee,Product 1,499,7,3493,on-time,yes,(3) ok,,,,,,,,,,,
19-09-2019,Ad,Alabama,Product 1,499,2,998,delayed,no,(3) ok,,,,,,,,,,,
19-09-2019,Ad,Alabama,Product 1,499,6,2994,on-time,no,(4) high,,,,,,,,,,,
24-09-2019,Ad,Tennessee,Product 1,499,3,1497,on-time,no,(2) low,,,,,,,,,,,
27-09-2019,Ad,Alabama,Product 1,499,10,4990,delayed,yes,(3) ok,,,,,,,,,,,
28-09-2019,Ad,Georgia,Product 1,499,3,1497,on-time,no,(5) very high,,,,,,,,,,,
04-10-2019,Ad,Georgia,Product 1,499,1,499,delayed,yes,(2) low,,,,,,,,,,,
05-10-2019,Ad,Mississippi,Product 1,499,6,2994,on-time,no,(4) high,,,,,,,,,,,
08-10-2019,Ad,Mississippi,Product 1,499,6,2994,on-time,yes,(3) ok,,,,,,,,,,,
08-10-2019,Ad,Georgia,Product 1,499,10,4990,delayed,no,(2) low,,,,,,,,,,,
09-10-2019,Ad,Alabama,Product 1,499,9,4491,delayed,no,(3) ok,,,,,,,,,,,
10-10-2019,Ad,North Carolina,Product 1,499,5,2495,on-time,no,(3) ok,,,,,,,,,,,
17-10-2019,Ad,Mississippi,Product 1,499,8,3992,delayed,no,(1) very low,,,,,,,,,,,
23-10-2019,Ad,South Carolina,Product 1,499,5,2495,delayed,no,(3) ok,,,,,,,,,,,
26-10-2019,Ad,Florida,Product 1,499,9,4491,on-time,no,(4) high,,,,,,,,,,,
04-11-2019,Ad,North Carolina,Product 1,499,10,4990,delayed,no,(2) low,,,,,,,,,,,
10-11-2019,Ad,South Carolina,Product 1,499,6,2994,on-time,yes,(3) ok,,,,,,,,,,,
12-11-2019,Ad,Georgia,Product 1,499,8,3992,on-time,no,(3) ok,,,,,,,,,,,
12-11-2019,Ad,North Carolina,Product 1,499,9,4491,on-time,no,(4) high,,,,,,,,,,,
12-11-2019,Ad,North Carolina,Product 1,499,3,1497,on-time,no,(1) very low,,,,,,,,,,,
13-11-2019,Ad,Mississippi,Product 1,499,6,2994,on-time,no,(3) ok,,,,,,,,,,,
15-11-2019,Ad,Florida,Product 1,499,6,2994,on-time,no,(3) ok,,,,,,,,,,,
16-11-2019,Ad,Tennessee,Product 1,499,2,998,on-time,no,(2) low,,,,,,,,,,,
16-11-2019,Ad,North Carolina,Product 1,499,2,998,on-time,yes,(3) ok,,,,,,,,,,,
16-11-2019,Ad,Florida,Product 1,499,5,2495,on-time,no,(3) ok,,,,,,,,,,,
16-11-2019,Ad,Mississippi,Product 1,499,6,2994,on-time,no,(3) ok,,,,,,,,,,,
16-11-2019,Ad,Mississippi,Product 1,499,10,4990,delayed,no,(3) ok,,,,,,,,,,,
16-11-2019,Ad,South Carolina,Product 1,499,7,3493,on-time,no,(4) high,,,,,,,,,,,
17-11-2019,Ad,North Carolina,Product 1,499,7,3493,on-time,yes,(2) low,,,,,,,,,,,
19-11-2019,Ad,Florida,Product 1,499,4,1996,delayed,no,(3) ok,,,,,,,,,,,
24-11-2019,Ad,South Carolina,Product 1,499,1,499,on-time,no,(3) ok,,,,,,,,,,,
24-11-2019,Ad,Alabama,Product 1,499,9,4491,on-time,no,(2) low,,,,,,,,,,,
28-11-2019,Ad,Georgia,Product 1,499,3,1497,delayed,no,(4) high,,,,,,,,,,,
02-12-2019,Ad,Mississippi,Product 1,499,10,4990,on-time,no,(1) very low,,,,,,,,,,,
05-12-2019,Ad,Mississippi,Product 1,499,9,4491,on-time,no,(4) high,,,,,,,,,,,
07-12-2019,Ad,Florida,Product 1,499,7,3493,on-time,yes,(2) low,,,,,,,,,,,
08-12-2019,Ad,Florida,Product 1,499,4,1996,on-time,no,(4) high,,,,,,,,,,,
08-12-2019,Ad,South Carolina,Product 1,499,10,4990,delayed,yes,(3) ok,,,,,,,,,,,
14-12-2019,Ad,Georgia,Product 1,499,1,499,on-time,no,(3) ok,,,,,,,,,,,
18-12-2019,Ad,Georgia,Product 1,499,8,3992,on-time,no,(4) high,,,,,,,,,,,
18-12-2019,Ad,South Carolina,Product 1,499,1,499,delayed,no,(2) low,,,,,,,,,,,
25-12-2019,Ad,Georgia,Product 1,499,9,4491,delayed,no,(3) ok,,,,,,,,,,,
27-12-2019,Ad,Florida,Product 1,499,5,2495,delayed,no,(3) ok,,,,,,,,,,,
30-12-2019,Ad,South Carolina,Product 1,499,2,998,delayed,no,(3) ok,,,,,,,,,,,
30-12-2019,Ad,Mississippi,Product 1,499,9,4491,delayed,no,(5) very high,,,,,,,,,,,
01-01-2017,Ad,Florida,Product 2,199,4,796,on-time,no,(2) low,,,,,,,,,,,
06-01-2017,Ad,Georgia,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
06-01-2017,Ad,Georgia,Product 2,199,6,1194,delayed,no,(1) very low,,,,,,,,,,,
06-01-2017,Ad,North Carolina,Product 2,199,7,1393,on-time,no,(4) high,,,,,,,,,,,
12-01-2017,Ad,Florida,Product 2,199,6,1194,on-time,no,(5) very high,,,,,,,,,,,
13-01-2017,Ad,Florida,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
15-01-2017,Ad,Mississippi,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
21-01-2017,Ad,Georgia,Product 2,199,3,597,on-time,no,(4) high,,,,,,,,,,,
21-01-2017,Ad,Alabama,Product 2,199,3,597,delayed,no,(3) ok,,,,,,,,,,,
28-01-2017,Ad,South Carolina,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
29-01-2017,Ad,Tennessee,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
17-02-2017,Ad,Mississippi,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
17-02-2017,Ad,Tennessee,Product 2,199,3,597,delayed,no,(3) ok,,,,,,,,,,,
21-02-2017,Ad,Alabama,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
22-02-2017,Ad,Georgia,Product 2,199,5,995,on-time,no,(5) very high,,,,,,,,,,,
25-02-2017,Ad,North Carolina,Product 2,199,3,597,on-time,no,(4) high,,,,,,,,,,,
27-02-2017,Ad,Alabama,Product 2,199,1,199,delayed,no,(2) low,,,,,,,,,,,
28-02-2017,Ad,North Carolina,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
28-02-2017,Ad,North Carolina,Product 2,199,10,1990,on-time,no,(2) low,,,,,,,,,,,
02-03-2017,Ad,Alabama,Product 2,199,5,995,delayed,no,(5) very high,,,,,,,,,,,
03-03-2017,Ad,Florida,Product 2,199,5,995,delayed,no,(1) very low,,,,,,,,,,,
04-03-2017,Ad,Alabama,Product 2,199,3,597,on-time,no,(3) ok,,,,,,,,,,,
06-03-2017,Ad,Tennessee,Product 2,199,1,199,on-time,no,(1) very low,,,,,,,,,,,
06-03-2017,Ad,South Carolina,Product 2,199,9,1791,on-time,no,(1) very low,,,,,,,,,,,
06-03-2017,Ad,Alabama,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
06-03-2017,Ad,Georgia,Product 2,199,1,199,on-time,no,(1) very low,,,,,,,,,,,
07-03-2017,Ad,Florida,Product 2,199,9,1791,on-time,no,(3) ok,,,,,,,,,,,
08-03-2017,Ad,Alabama,Product 2,199,10,1990,delayed,yes,(4) high,,,,,,,,,,,
08-03-2017,Ad,Florida,Product 2,199,2,398,on-time,no,(5) very high,,,,,,,,,,,
11-03-2017,Ad,North Carolina,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
12-03-2017,Ad,Florida,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
25-03-2017,Ad,Tennessee,Product 2,199,1,199,delayed,no,(3) ok,,,,,,,,,,,
26-03-2017,Ad,Alabama,Product 2,199,5,995,delayed,yes,(1) very low,,,,,,,,,,,
07-04-2017,Ad,Alabama,Product 2,199,1,199,delayed,no,(3) ok,,,,,,,,,,,
18-04-2017,Ad,Tennessee,Product 2,199,8,1592,on-time,no,(4) high,,,,,,,,,,,
20-04-2017,Ad,Florida,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
28-04-2017,Ad,Mississippi,Product 2,199,3,597,on-time,no,(2) low,,,,,,,,,,,
29-04-2017,Ad,South Carolina,Product 2,199,6,1194,on-time,no,(1) very low,,,,,,,,,,,
30-04-2017,Ad,North Carolina,Product 2,199,3,597,delayed,no,(3) ok,,,,,,,,,,,
02-05-2017,Ad,Mississippi,Product 2,199,5,995,on-time,no,(2) low,,,,,,,,,,,
03-05-2017,Ad,North Carolina,Product 2,199,2,398,delayed,no,(4) high,,,,,,,,,,,
04-05-2017,Ad,South Carolina,Product 2,199,5,995,delayed,no,(2) low,,,,,,,,,,,
10-05-2017,Ad,Florida,Product 2,199,5,995,on-time,no,(4) high,,,,,,,,,,,
15-05-2017,Ad,Georgia,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
24-05-2017,Ad,Mississippi,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
25-05-2017,Ad,Georgia,Product 2,199,3,597,delayed,yes,(2) low,,,,,,,,,,,
26-05-2017,Ad,Tennessee,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
28-05-2017,Ad,Georgia,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
30-05-2017,Ad,Mississippi,Product 2,199,2,398,delayed,no,(3) ok,,,,,,,,,,,
03-06-2017,Ad,Georgia,Product 2,199,10,1990,on-time,no,(4) high,,,,,,,,,,,
10-06-2017,Ad,North Carolina,Product 2,199,1,199,on-time,no,(2) low,,,,,,,,,,,
14-06-2017,Ad,South Carolina,Product 2,199,4,796,delayed,no,(2) low,,,,,,,,,,,
15-06-2017,Ad,Alabama,Product 2,199,1,199,delayed,yes,(4) high,,,,,,,,,,,
15-06-2017,Ad,South Carolina,Product 2,199,5,995,delayed,no,(3) ok,,,,,,,,,,,
18-06-2017,Ad,Mississippi,Product 2,199,3,597,delayed,no,(4) high,,,,,,,,,,,
19-06-2017,Ad,North Carolina,Product 2,199,4,796,delayed,no,(2) low,,,,,,,,,,,
20-06-2017,Ad,Mississippi,Product 2,199,7,1393,delayed,no,(5) very high,,,,,,,,,,,
26-06-2017,Ad,South Carolina,Product 2,199,6,1194,on-time,no,(2) low,,,,,,,,,,,
27-06-2017,Ad,Alabama,Product 2,199,6,1194,on-time,no,(2) low,,,,,,,,,,,
27-06-2017,Ad,Mississippi,Product 2,199,7,1393,delayed,no,(3) ok,,,,,,,,,,,
03-07-2017,Ad,Alabama,Product 2,199,8,1592,delayed,no,(2) low,,,,,,,,,,,
04-07-2017,Ad,South Carolina,Product 2,199,6,1194,on-time,no,(3) ok,,,,,,,,,,,
07-07-2017,Ad,Mississippi,Product 2,199,6,1194,delayed,no,(3) ok,,,,,,,,,,,
07-07-2017,Ad,South Carolina,Product 2,199,10,1990,on-time,no,(2) low,,,,,,,,,,,
08-07-2017,Ad,South Carolina,Product 2,199,3,597,on-time,no,(3) ok,,,,,,,,,,,
12-07-2017,Ad,South Carolina,Product 2,199,5,995,on-time,yes,(2) low,,,,,,,,,,,
13-07-2017,Ad,Tennessee,Product 2,199,9,1791,on-time,no,(4) high,,,,,,,,,,,
13-07-2017,Ad,Alabama,Product 2,199,1,199,delayed,no,(4) high,,,,,,,,,,,
17-07-2017,Ad,North Carolina,Product 2,199,4,796,delayed,no,(5) very high,,,,,,,,,,,
18-07-2017,Ad,Tennessee,Product 2,199,1,199,delayed,no,(5) very high,,,,,,,,,,,
21-07-2017,Ad,Florida,Product 2,199,7,1393,delayed,no,(2) low,,,,,,,,,,,
23-07-2017,Ad,Florida,Product 2,199,3,597,on-time,no,(4) high,,,,,,,,,,,
24-07-2017,Ad,North Carolina,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
27-07-2017,Ad,Alabama,Product 2,199,6,1194,delayed,no,(3) ok,,,,,,,,,,,
27-07-2017,Ad,Alabama,Product 2,199,2,398,delayed,no,(1) very low,,,,,,,,,,,
28-07-2017,Ad,Alabama,Product 2,199,3,597,on-time,no,(2) low,,,,,,,,,,,
29-07-2017,Ad,Mississippi,Product 2,199,5,995,on-time,yes,(4) high,,,,,,,,,,,
04-08-2017,Ad,Florida,Product 2,199,6,1194,on-time,no,(3) ok,,,,,,,,,,,
09-08-2017,Ad,Georgia,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
15-08-2017,Ad,Alabama,Product 2,199,4,796,on-time,no,(2) low,,,,,,,,,,,
16-08-2017,Ad,North Carolina,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
16-08-2017,Ad,Georgia,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
16-08-2017,Ad,Mississippi,Product 2,199,1,199,delayed,no,(3) ok,,,,,,,,,,,
18-08-2017,Ad,Alabama,Product 2,199,7,1393,delayed,yes,(1) very low,,,,,,,,,,,
18-08-2017,Ad,Alabama,Product 2,199,1,199,on-time,no,(4) high,,,,,,,,,,,
23-08-2017,Ad,North Carolina,Product 2,199,8,1592,on-time,no,(4) high,,,,,,,,,,,
24-08-2017,Ad,North Carolina,Product 2,199,5,995,on-time,no,(1) very low,,,,,,,,,,,
24-08-2017,Ad,Florida,Product 2,199,8,1592,on-time,no,(4) high,,,,,,,,,,,
29-08-2017,Ad,North Carolina,Product 2,199,1,199,on-time,no,(2) low,,,,,,,,,,,
31-08-2017,Ad,South Carolina,Product 2,199,1,199,delayed,yes,(3) ok,,,,,,,,,,,
31-08-2017,Ad,Florida,Product 2,199,6,1194,on-time,no,(1) very low,,,,,,,,,,,
31-08-2017,Ad,Georgia,Product 2,199,1,199,delayed,no,(3) ok,,,,,,,,,,,
01-09-2017,Ad,Florida,Product 2,199,8,1592,on-time,no,(2) low,,,,,,,,,,,
01-09-2017,Ad,Florida,Product 2,199,6,1194,on-time,no,(2) low,,,,,,,,,,,
09-09-2017,Ad,North Carolina,Product 2,199,10,1990,delayed,yes,(3) ok,,,,,,,,,,,
11-09-2017,Ad,Florida,Product 2,199,2,398,on-time,no,(4) high,,,,,,,,,,,
11-09-2017,Ad,Tennessee,Product 2,199,4,796,delayed,no,(4) high,,,,,,,,,,,
11-09-2017,Ad,Tennessee,Product 2,199,4,796,on-time,no,(2) low,,,,,,,,,,,
17-09-2017,Ad,Florida,Product 2,199,6,1194,on-time,no,(1) very low,,,,,,,,,,,
20-09-2017,Ad,Mississippi,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
23-09-2017,Ad,Tennessee,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
23-09-2017,Ad,Georgia,Product 2,199,6,1194,on-time,yes,(3) ok,,,,,,,,,,,
25-09-2017,Ad,Mississippi,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
02-10-2017,Ad,Tennessee,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
04-10-2017,Ad,South Carolina,Product 2,199,4,796,delayed,no,(2) low,,,,,,,,,,,
05-10-2017,Ad,Alabama,Product 2,199,5,995,on-time,no,(1) very low,,,,,,,,,,,
05-10-2017,Ad,Tennessee,Product 2,199,2,398,delayed,no,(4) high,,,,,,,,,,,
10-10-2017,Ad,Florida,Product 2,199,3,597,on-time,no,(2) low,,,,,,,,,,,
15-10-2017,Ad,Florida,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
15-10-2017,Ad,Mississippi,Product 2,199,9,1791,on-time,no,(3) ok,,,,,,,,,,,
18-10-2017,Ad,Tennessee,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
19-10-2017,Ad,Tennessee,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
23-10-2017,Ad,South Carolina,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
23-10-2017,Ad,North Carolina,Product 2,199,10,1990,delayed,no,(4) high,,,,,,,,,,,
28-10-2017,Ad,North Carolina,Product 2,199,2,398,on-time,no,(4) high,,,,,,,,,,,
28-10-2017,Ad,North Carolina,Product 2,199,9,1791,delayed,no,(4) high,,,,,,,,,,,
28-10-2017,Ad,Florida,Product 2,199,1,199,on-time,no,(2) low,,,,,,,,,,,
29-10-2017,Ad,Georgia,Product 2,199,7,1393,delayed,no,(3) ok,,,,,,,,,,,
29-10-2017,Ad,Florida,Product 2,199,9,1791,on-time,yes,(4) high,,,,,,,,,,,
30-10-2017,Ad,Florida,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
30-10-2017,Ad,Mississippi,Product 2,199,5,995,delayed,no,(1) very low,,,,,,,,,,,
01-11-2017,Ad,Georgia,Product 2,199,5,995,on-time,no,(2) low,,,,,,,,,,,
04-11-2017,Ad,Tennessee,Product 2,199,3,597,on-time,no,(2) low,,,,,,,,,,,
06-11-2017,Ad,Georgia,Product 2,199,7,1393,on-time,no,(1) very low,,,,,,,,,,,
07-11-2017,Ad,North Carolina,Product 2,199,9,1791,on-time,no,(2) low,,,,,,,,,,,
09-11-2017,Ad,Mississippi,Product 2,199,6,1194,delayed,no,(1) very low,,,,,,,,,,,
10-11-2017,Ad,North Carolina,Product 2,199,8,1592,on-time,no,(1) very low,,,,,,,,,,,
12-11-2017,Ad,Tennessee,Product 2,199,3,597,delayed,no,(3) ok,,,,,,,,,,,
15-11-2017,Ad,Georgia,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
15-11-2017,Ad,North Carolina,Product 2,199,8,1592,on-time,no,(2) low,,,,,,,,,,,
20-11-2017,Ad,Mississippi,Product 2,199,8,1592,delayed,no,(2) low,,,,,,,,,,,
21-11-2017,Ad,Tennessee,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
22-11-2017,Ad,Mississippi,Product 2,199,3,597,on-time,no,(5) very high,,,,,,,,,,,
25-11-2017,Ad,Mississippi,Product 2,199,9,1791,on-time,no,(4) high,,,,,,,,,,,
25-11-2017,Ad,Tennessee,Product 2,199,5,995,on-time,no,(1) very low,,,,,,,,,,,
25-11-2017,Ad,Tennessee,Product 2,199,5,995,on-time,yes,(3) ok,,,,,,,,,,,
26-11-2017,Ad,Georgia,Product 2,199,5,995,on-time,no,(4) high,,,,,,,,,,,
02-12-2017,Ad,North Carolina,Product 2,199,3,597,delayed,no,(2) low,,,,,,,,,,,
05-12-2017,Ad,Georgia,Product 2,199,8,1592,delayed,no,(1) very low,,,,,,,,,,,
12-12-2017,Ad,North Carolina,Product 2,199,9,1791,on-time,no,(4) high,,,,,,,,,,,
14-12-2017,Ad,Florida,Product 2,199,9,1791,delayed,yes,(4) high,,,,,,,,,,,
18-12-2017,Ad,Tennessee,Product 2,199,9,1791,on-time,no,(2) low,,,,,,,,,,,
20-12-2017,Ad,Tennessee,Product 2,199,9,1791,delayed,no,(1) very low,,,,,,,,,,,
20-12-2017,Ad,Mississippi,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
27-12-2017,Ad,South Carolina,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
28-12-2017,Ad,South Carolina,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
02-01-2018,Ad,Mississippi,Product 2,199,4,796,on-time,no,(2) low,,,,,,,,,,,
09-01-2018,Ad,South Carolina,Product 2,199,10,1990,delayed,no,(4) high,,,,,,,,,,,
13-01-2018,Ad,South Carolina,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
14-01-2018,Ad,South Carolina,Product 2,199,6,1194,delayed,no,(2) low,,,,,,,,,,,
19-01-2018,Ad,North Carolina,Product 2,199,2,398,on-time,yes,(3) ok,,,,,,,,,,,
19-01-2018,Ad,Alabama,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
30-01-2018,Ad,South Carolina,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
02-02-2018,Ad,Florida,Product 2,199,2,398,delayed,no,(2) low,,,,,,,,,,,
08-02-2018,Ad,Alabama,Product 2,199,1,199,delayed,no,(3) ok,,,,,,,,,,,
09-02-2018,Ad,Alabama,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
09-02-2018,Ad,Mississippi,Product 2,199,9,1791,delayed,no,(3) ok,,,,,,,,,,,
09-02-2018,Ad,North Carolina,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
13-02-2018,Ad,Florida,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
16-02-2018,Ad,North Carolina,Product 2,199,5,995,delayed,no,(4) high,,,,,,,,,,,
22-02-2018,Ad,Georgia,Product 2,199,6,1194,on-time,yes,(1) very low,,,,,,,,,,,
26-02-2018,Ad,Alabama,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
02-03-2018,Ad,South Carolina,Product 2,199,5,995,delayed,yes,(2) low,,,,,,,,,,,
04-03-2018,Ad,Alabama,Product 2,199,6,1194,on-time,no,(3) ok,,,,,,,,,,,
05-03-2018,Ad,Mississippi,Product 2,199,2,398,on-time,no,(5) very high,,,,,,,,,,,
06-03-2018,Ad,Georgia,Product 2,199,8,1592,delayed,no,(3) ok,,,,,,,,,,,
16-03-2018,Ad,Mississippi,Product 2,199,3,597,on-time,yes,(4) high,,,,,,,,,,,
27-03-2018,Ad,Tennessee,Product 2,199,9,1791,on-time,no,(1) very low,,,,,,,,,,,
